x1,x2,y
1.0,-5.0,0.0
1.0909090909090908,-5.0,10.876422123703712
1.1818181818181819,-5.0,20.88176058289578
1.2727272727272727,-5.0,30.145257102111007
1.3636363636363638,-5.0,38.76936603797995
1.4545454545454546,-5.0,46.836681180176335
1.5454545454545454,-5.0,54.414758907230684
1.6363636363636362,-5.0,61.55956063722425
1.7272727272727273,-5.0,68.31796329600874
1.8181818181818183,-5.0,74.72962509445257
1.9090909090909092,-5.0,80.82839561563155
2.0,-5.0,86.64339756999317
2.090909090909091,-5.0,92.19986789134738
2.1818181818181817,-5.0,97.51981969369687
2.2727272727272725,-5.0,102.62256900872877
2.3636363636363638,-5.0,107.52515815288895
2.4545454545454546,-5.0,112.24269915074483
2.5454545454545454,-5.0,116.78865467210417
2.6363636363636367,-5.0,121.17506964851295
2.7272727272727275,-5.0,125.41276360797313
2.8181818181818183,-5.0,129.51149146084697
2.909090909090909,-5.0,133.48007875016953
3.0,-5.0,137.32653608351373
3.090909090909091,-5.0,141.05815647722386
3.1818181818181817,-5.0,144.6815985863804
3.272727272727273,-5.0,148.20295820721742
3.3636363636363638,-5.0,151.62782998073175
3.4545454545454546,-5.0,154.96136086600188
3.5454545454545454,-5.0,158.20829666640947
3.6363636363636362,-5.0,161.37302266444573
3.7272727272727275,-5.0,164.45959923824216
3.8181818181818183,-5.0,167.4717931856247
3.909090909090909,-5.0,170.413105361899
4.0,-5.0,173.28679513998634
4.090909090909091,-5.0,176.09590212149365
4.181818181818182,-5.0,178.84326546134054
4.272727272727273,-5.0,181.53154111396103
4.363636363636363,-5.0,184.16321726369003
4.454545454545455,-5.0,186.74062816403202
4.545454545454545,-5.0,189.26596657872196
4.636363636363637,-5.0,191.74129499074442
4.7272727272727275,-5.0,194.1685557228821
4.818181818181818,-5.0,196.54958009421892
4.909090909090909,-5.0,198.88609672073798
5.0,-5.0,201.17973905426254
5.090909090909091,-5.0,203.4320522420973
5.181818181818182,-5.0,205.64449937952247
5.2727272727272725,-5.0,207.81846721850607
5.363636363636363,-5.0,209.9552713884186
5.454545454545455,-5.0,212.0561611779663
5.545454545454546,-5.0,214.1223239218676
5.636363636363637,-5.0,216.1548890308401
5.7272727272727275,-5.0,218.15493169914527
5.818181818181818,-5.0,220.12347632016267
5.909090909090909,-5.0,222.06149963715833
6.0,-5.0,223.96993365350687
6.090909090909091,-5.0,225.84966832407446
6.181818181818182,-5.0,227.701554047217
6.2727272727272725,-5.0,229.5264039748611
6.363636363636364,-5.0,231.32499615637357
6.454545454545455,-5.0,233.09807553036813
6.545454545454546,-5.0,234.8463557772106
6.636363636363637,-5.0,236.5705210437526
6.7272727272727275,-5.0,238.27122755072492
6.818181818181818,-5.0,239.94910509224246
6.909090909090909,-5.0,241.60475843599508
7.0,-5.0,243.23876863191413
7.090909090909091,-5.0,244.85169423640264
7.181818181818182,-5.0,246.44407245858133
7.2727272727272725,-5.0,248.01642023443887
7.363636363636364,-5.0,249.56923523425854
7.454545454545455,-5.0,251.10299680823536
7.545454545454546,-5.0,252.61816687477844
7.636363636363637,-5.0,254.11519075561787
7.7272727272727275,-5.0,255.59449796149326
7.818181818181818,-5.0,257.0565029318921
7.909090909090909,-5.0,258.50160573202663
8.0,-5.0,259.93019270997945
8.09090909090909,-5.0,261.3426371167211
8.181818181818182,-5.0,262.7392996914868
8.272727272727273,-5.0,264.12052921480995
8.363636363636363,-5.0,265.4866630313337
8.454545454545455,-5.0,266.8380275443607
8.545454545454547,-5.0,268.1749386839542
8.636363636363637,-5.0,269.4977023502713
8.727272727272727,-5.0,270.80661483368317
8.818181818181818,-5.0,272.1019632131265
8.90909090909091,-5.0,273.3840257340252
9.0,-5.0,274.65307216702746
9.090909090909092,-5.0,275.90936414871516
9.181818181818182,-5.0,277.15315550536116
9.272727272727273,-5.0,278.38469256073756
9.363636363636363,-5.0,279.60421442890816
9.454545454545455,-5.0,280.8119532928753
9.545454545454545,-5.0,282.0081346698941
9.636363636363637,-5.0,283.1929776642121
9.727272727272727,-5.0,284.366695207942
9.818181818181818,-5.0,285.5294942907312
9.90909090909091,-5.0,286.6815761788466
10.0,-5.0,287.82313662425577
1.0,-4.898989898989899,0.0
1.0909090909090908,-4.898989898989899,10.44140962778576
1.1818181818181819,-4.898989898989899,20.046575382559574
1.2727272727272727,-4.898989898989899,28.939569847338277
1.3636363636363638,-4.898989898989899,37.21874962262559
1.4545454545454546,-4.898989898989899,44.96340508359138
1.5454545454545454,-4.898989898989899,52.23839062933716
1.6363636363636362,-4.898989898989899,59.09742944961157
1.7272727272727273,-4.898989898989899,65.58552358454712
1.8181818181818183,-4.898989898989899,71.7407450784312
1.9090909090909092,-4.898989898989899,77.5955896691641
2.0,-4.898989898989899,83.17801527763143
2.090909090909091,-4.898989898989899,88.51224946328819
2.1818181818181817,-4.898989898989899,93.61942490541719
2.2727272727272725,-4.898989898989899,98.518085073271
2.3636363636363638,-4.898989898989899,103.22459066019101
2.4545454545454546,-4.898989898989899,107.7534492714374
2.5454545454545454,-4.898989898989899,112.11758512496971
2.6363636363636367,-4.898989898989899,116.32856140423
2.7272727272727275,-4.898989898989899,120.39676490025703
2.8181818181818183,-4.898989898989899,124.33156036681044
2.909090909090909,-4.898989898989899,128.14142036122283
3.0,-4.898989898989899,131.83403509945725
3.090909090909091,-4.898989898989899,135.4164059069686
3.1818181818181817,-4.898989898989899,138.8949251198095
3.272727272727273,-4.898989898989899,142.275444727243
3.3636363636363638,-4.898989898989899,145.56333560745892
3.4545454545454546,-4.898989898989899,148.76353886217854
3.5454545454545454,-4.898989898989899,151.8806104820168
3.6363636363636362,-4.898989898989899,154.91876035606262
3.7272727272727275,-4.898989898989899,157.88188646389352
3.8181818181818183,-4.898989898989899,160.7736049467955
3.909090909090909,-4.898989898989899,163.59727664014974
4.0,-4.898989898989899,166.35603055526286
4.090909090909091,-4.898989898989899,169.0527847220828
4.181818181818182,-4.898989898989899,171.69026474091962
4.272727272727273,-4.898989898989899,174.27102033886945
4.363636363636363,-4.898989898989899,176.7974401830486
4.454545454545455,-4.898989898989899,179.27176516634805
4.545454545454545,-4.898989898989899,181.69610035090244
4.636363636363637,-4.898989898989899,184.07242572879443
4.7272727272727275,-4.898989898989899,186.40260593782241
4.818181818181818,-4.898989898989899,188.68839905178103
4.909090909090909,-4.898989898989899,190.93146454906883
5.0,-4.898989898989899,193.13337055010265
5.090909090909091,-4.898989898989899,195.29560040260114
5.181818181818182,-4.898989898989899,197.4195586840044
5.2727272727272725,-4.898989898989899,199.5065766818614
5.363636363636363,-4.898989898989899,201.55791740573724
5.454545454545455,-4.898989898989899,203.57478017788844
5.545454545454546,-4.898989898989899,205.55830484449058
5.636363636363637,-4.898989898989899,207.50957564444184
5.7272727272727275,-4.898989898989899,209.42962476862132
5.818181818181818,-4.898989898989899,211.31943563885426
5.909090909090909,-4.898989898989899,213.17994593266224
6.0,-4.898989898989899,215.01205037708866
6.090909090909091,-4.898989898989899,216.81660333243715
6.181818181818182,-4.898989898989899,218.5944211846
6.2727272727272725,-4.898989898989899,220.34628456274544
6.363636363636364,-4.898989898989899,222.07294039744096
6.454545454545455,-4.898989898989899,223.775103832796
6.545454545454546,-4.898989898989899,225.45346000487444
6.636363636363637,-4.898989898989899,227.10866569744596
6.7272727272727275,-4.898989898989899,228.74135088509036
6.818181818181818,-4.898989898989899,230.35212017272823
6.909090909090909,-4.898989898989899,231.94155413981
7.0,-4.898989898989899,233.51021059664117
7.090909090909091,-4.898989898989899,235.05862575964824
7.181818181818182,-4.898989898989899,236.58731535177958
7.2727272727272725,-4.898989898989899,238.09677563369402
7.363636363636364,-4.898989898989899,239.58748437089466
7.454545454545455,-4.898989898989899,241.05990174152498
7.545454545454546,-4.898989898989899,242.51447118914297
7.636363636363637,-4.898989898989899,243.95162022442696
7.7272727272727275,-4.898989898989899,245.37176117943983
7.818181818181818,-4.898989898989899,246.77529191778115
7.909090909090909,-4.898989898989899,248.1625965036872
8.0,-4.898989898989899,249.5340458328943
8.09090909090909,-4.898989898989899,250.88999822785726
8.181818181818182,-4.898989898989899,252.23079999971424
8.272727272727273,-4.898989898989899,253.55678597920075
8.363636363636363,-4.898989898989899,254.86828001855105
8.454545454545455,-4.898989898989899,256.1655954662677
8.545454545454547,-4.898989898989899,257.44903561650085
8.636363636363637,-4.898989898989899,258.7188941346498
8.727272727272727,-4.898989898989899,259.97545546068005
8.818181818181818,-4.898989898989899,261.21899519154243
8.90909090909091,-4.898989898989899,262.4497804439795
9.0,-4.898989898989899,263.6680701989145
9.090909090909092,-4.898989898989899,264.8741156285339
9.181818181818182,-4.898989898989899,266.0681604070955
9.272727272727273,-4.898989898989899,267.25044100642583
9.363636363636363,-4.898989898989899,268.421186977002
9.454545454545455,-4.898989898989899,269.58062121545385
9.545454545454545,-4.898989898989899,270.72896021926675
9.636363636363637,-4.898989898989899,271.86641432941246
9.727272727272727,-4.898989898989899,272.9931879615882
9.818181818181818,-4.898989898989899,274.1094798267003
9.90909090909091,-4.898989898989899,275.2154831411864
10.0,-4.898989898989899,276.31138582773417
1.0,-4.797979797979798,0.0
1.0909090909090908,-4.797979797979798,10.015274937906947
1.1818181818181819,-4.797979797979798,19.228434778148596
1.2727272727272727,-4.797979797979798,27.758488454907845
1.3636363636363638,-4.797979797979798,35.69977844023763
1.4545454545454546,-4.797979797979798,43.128359111426526
1.5454545454545454,-4.797979797979798,50.106438030584314
1.6363636363636362,-4.797979797979798,56.685545837256285
1.7272727272727273,-4.797979797979798,62.90884794882959
1.8181818181818183,-4.797979797979798,68.8128626137572
1.9090909090909092,-4.797979797979798,74.42875935425718
2.0,-4.797979797979798,79.78335507286891
2.090909090909091,-4.797979797979798,84.89988855416897
2.1818181818181817,-4.797979797979798,89.79863001077585
2.2727272727272725,-4.797979797979798,94.49736611608785
2.3636363636363638,-4.797979797979798,99.01178985101751
2.4545454545454546,-4.797979797979798,103.35581673660565
2.5454545454545454,-4.797979797979798,107.54184352777676
2.6363636363636367,-4.797979797979798,111.58096149146303
2.7272727272727275,-4.797979797979798,115.48313351310655
2.8181818181818183,-4.797979797979798,119.25734215224404
2.909090909090909,-4.797979797979798,122.91171418429545
3.0,-4.797979797979798,126.45362597221826
3.090909090909091,-4.797979797979798,129.88979310345323
3.1818181818181817,-4.797979797979798,133.22634703010743
3.272727272727273,-4.797979797979798,136.4689009101252
3.3636363636363638,-4.797979797979798,139.6226064254774
3.4545454545454546,-4.797979797979798,142.6922030216985
3.5454545454545454,-4.797979797979798,145.68206075036684
3.6363636363636362,-4.797979797979798,148.59621768662612
3.7272727272727275,-4.797979797979798,151.43841272575608
3.8181818181818183,-4.797979797979798,154.2121144271261
3.909090909090909,-4.797979797979798,156.9205464637423
4.0,-4.797979797979798,159.56671014573783
4.090909090909091,-4.797979797979798,162.15340441245587
4.181818181818182,-4.797979797979798,164.68324362703788
4.272727272727273,-4.797979797979798,167.15867345714705
4.363636363636363,-4.797979797979798,169.58198508364475
4.454545454545455,-4.797979797979798,171.95532794412702
4.545454545454545,-4.797979797979798,174.28072118895676
4.636363636363637,-4.797979797979798,176.5600640028026
4.7272727272727275,-4.797979797979798,178.7951449238864
4.818181818181818,-4.797979797979798,180.9876502755153
4.909090909090909,-4.797979797979798,183.13917180947456
5.0,-4.797979797979798,185.25121364806847
5.090909090909091,-4.797979797979798,187.32519860064568
5.181818181818182,-4.797979797979798,189.36247392104787
5.2727272727272725,-4.797979797979798,191.36431656433192
5.363636363636363,-4.797979797979798,193.33193799413098
5.454545454545455,-4.797979797979798,195.26648858597545
5.545454545454546,-4.797979797979798,197.16906166665186
5.636363636363637,-4.797979797979798,199.04069722511292
5.7272727272727275,-4.797979797979798,200.88238532647543
5.818181818181818,-4.797979797979798,202.69506925716436
